Series Name,"Country Name","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Population ages 00-04, female","Nepal","1768683","1747667","1726999","1705734","1681047","1651425","1618281","1585903","1555048","1525505","1499813","1478212","1460600","1447540","1439563","1436514","1434822","1429918","1421394","1401621","1372777","1361536","1362898","1360141","1351878"
"Population ages 00-04, female","Netherlands","488532","495947","500662","501347","497993","489576","478270","467759","459057","453687","451663","450292","447526","442373","436914","431971","427983","426000","424826","423411","421584","423122","427479","429253","430005"
"Population ages 00-04, female","New Caledonia","11122","11208","11187","11112","11020","10872","10740","10682","10633","10604","10669","10819","10990","11160","11244","11130","10907","10708","10515","10325","10208","10145","10115","10116","10088"
"Population ages 00-04, female","New Zealand","137839","136876","137216","138100","138876","139191","140457","143118","146393","149589","152566","153922","153243","151449","149980","148704","148299","148379","148383","148264","149370","147641","145363","147271","148814"
"Population ages 00-04, female","Nicaragua","336976","333588","329777","326315","323600","322103","322470","324363","326748","328962","330656","331885","332836","333385","333534","333293","332749","331948","330851","329500","328089","326592","324967","323485","322246"
"Population ages 00-04, female","Niger","1156941","1203379","1250288","1297799","1346172","1396069","1447597","1500615","1554863","1609754","1664905","1720024","1774958","1829748","1884054","1937475","1989897","2040021","2086159","2128274","2167605","2205290","2246874","2297427","2354535"
"Population ages 00-04, female","Nigeria","10968840","11307382","11672434","12062213","12457768","12838848","13209568","13578114","13950954","14327618","14699016","15063608","15410925","15721669","15997030","16226602","16384686","16476996","16516564","16501011","16447206","16420927","16459178","16556885","16704305"
"Population ages 00-04, female","North Macedonia","70539","68736","66777","65851","64171","61723","59372","57191","55181","54284","54749","55222","55397","55556","55594","55341","54954","54480","53489","52027","50331","48719","47329","45721","43188"
"Population ages 00-04, female","Northern Mariana Islands","2811","2859","2889","2874","2826","2728","2594","2485","2410","2367","2354","2341","2296","2221","2122","2004","1885","1774","1674","1581","1532","1510","1471","1425","1362"
"Population ages 00-04, female","Norway","146833","145495","143688","142517","141755","141056","141267","142698","144599","146835","149214","150745","151734","152110","151095","149455","148110","146649","144335","141829","139004","136806","135792","134757","134090"
"Population ages 00-04, female","Oman","128454","126474","125774","125455","125635","126521","127897","130115","133283","137193","142153","151036","160675","169267","178884","187935","196040","204091","210670","215028","215772","214717","213602","210053","209474"
"Population ages 00-04, female","Pakistan","11933276","12104508","12252337","12388948","12492275","12559130","12671283","12877245","13161107","13526250","13952981","14352259","14668863","14890325","15018457","15065825","15047519","15024382","15033611","15066334","15135723","15259846","15403750","15532166","15633132"
"Population ages 00-04, female","Palau","634","618","623","639","662","673","661","642","623","605","590","581","575","571","565","551","537","527","517","507","498","492","486","478","471"
"Population ages 00-04, female","Panama","165767","167208","168583","169907","171349","172798","174078","175382","176813","178158","179522","181293","183218","184885","186328","187595","188385","188647","188455","187241","184617","181269","177998","175122","173309"
"Population ages 00-04, female","Papua New Guinea","399774","412058","423606","435272","446604","457646","468450","478668","488493","498167","507848","517737","527529","536800","545574","553400","560080","566051","571556","576535","581382","586030","590220","593447","595626"
"Population ages 00-04, female","Paraguay","331888","328817","324382","318804","313073","308372","304803","302377","301339","301421","302176","303823","306632","309970","313640","318253","323311","327677","331108","333269","334035","333879","333094","331881","330326"
"Population ages 00-04, female","Peru","1519611","1507754","1494077","1481663","1473284","1467747","1464502","1463262","1460349","1451989","1437302","1421302","1404790","1387799","1372166","1358685","1346233","1335411","1331125","1329772","1327469","1325706","1323712","1321007","1317678"
"Population ages 00-04, female","Philippines","5336094","5380992","5427585","5469181","5505419","5535007","5566425","5607454","5661552","5733842","5820389","5891178","5937191","5956512","5927368","5859259","5773647","5690208","5635446","5609450","5479993","5210517","4924524","4660475","4431826"
"Population ages 00-04, female","Poland","982631","951156","921469","897022","880296","870902","869726","880468","904715","920329","950677","993475","999523","986809","966004","947129","934322","925754","920928","920399","905544","878176","849209","814926","774794"
"Population ages 00-04, female","Portugal","266210","268081","271267","273107","272262","268816","265096","261058","256779","252820","247583","243128","239310","232375","224029","216203","209850","206734","207199","209549","210485","209499","208456","210433","212678"
"Population ages 00-04, female","Puerto Rico","143173","141026","137815","133711","129132","124277","119518","115532","112552","110699","108597","104088","98213","91952","85043","78373","72483","66582","60393","57885","54493","51088","48392","46981","46429"
"Population ages 00-04, female","Qatar","25801","26585","27260","27735","28875","31722","33888","35082","37791","41846","42287","43576","47310","52369","56661","60202","63920","65875","66345","69178","76218","67952","69257","67041","71372"
"Population ages 00-04, female","Romania","573870","563895","550027","540363","530830","523077","519891","515882","513003","515995","518304","515559","509186","501033","491649","484125","482213","484650","488222","491763","491631","484318","473335","463292","454226"
"Population ages 00-04, female","Russian Federation","3105702","3076203","3113690","3198888","3303437","3401648","3479768","3569348","3676389","3795297","3888629","4002697","4159547","4287907","4395668","4513936","4598154","4568987","4447270","4274932","4057633","3832907","3633727","3465213","3327877"
"Population ages 00-04, female","Rwanda","689437","698633","714448","734971","755405","775019","790808","802579","813093","821633","826416","827259","825520","827058","834244","845207","859337","874829","888707","900040","909428","916626","923235","930317","937692"
"Population ages 00-04, female","Samoa","13154","13081","12948","12782","12638","12529","12499","12545","12673","12881","13175","13546","13805","13924","14055","14189","14328","14310","14207","14213","14267","14217","13980","13642","13282"
"Population ages 00-04, female","San Marino","681","692","702","709","748","755","762","785","794","830","837","831","851","814","782","765","731","703","679","647","624","599","590","584","558"
"Population ages 00-04, female","Sao Tome and Principe","10858","11093","11663","12285","12872","13404","13776","14025","14268","14475","14595","14602","14664","14821","14966","15120","15277","15231","14986","14755","14681","14747","14894","15145","15395"
"Population ages 00-04, female","Saudi Arabia","1051827","1052819","1056175","1062621","1073835","1090912","1111990","1135660","1161847","1190019","1162106","1199735","1233566","1282112","1291615","1334682","1372255","1387949","1373415","1352813","1374588","1288007","1282020","1296756","1347163"
"Population ages 00-04, female","Senegal","820706","841121","859520","878271","898913","918998","939883","960619","980708","1001770","1024676","1051242","1082210","1111201","1132668","1147002","1154547","1156811","1156912","1157196","1158595","1161604","1168512","1187372","1215817"
"Population ages 00-04, female","Serbia","181370","176913","173655","171579","171233","172211","172956","172459","171193","169777","168233","166227","165057","163952","162665","161420","160540","160057","159902","159881","159627","159021","154758","151637","147876"
"Population ages 00-04, female","Seychelles","3562","3475","3490","3370","3299","3271","3293","3267","3313","3303","3379","3297","3343","3404","3443","3491","3492","3482","3466","3451","3435","3424","4094","4047","4052"
"Population ages 00-04, female","Sierra Leone","386196","409311","432715","448783","460694","468652","474529","480296","487546","496776","506764","515799","523920","530418","534881","537828","540515","543671","547698","552996","559355","565841","571437","576407","580865"
